Timestamp,Latitude,Longitude,Distance,Status
2025-04-21 11:15:30,18.675754,73.892517,123.93085306674783,RAPID MOVEMENT DETECTED
2025-04-21 11:15:31,18.675754,73.89252049999999,124.1609303098304,BOUNDARY BREACHED
2025-04-21 11:15:32,18.675754,73.89252166666667,124.23777118197894,BOUNDARY BREACHED
2025-04-21 11:15:33,18.6757545,73.89252225,124.31958713768124,BOUNDARY BREACHED
2025-04-21 11:15:34,18.6757548,73.8925242,124.47420162221613,BOUNDARY BREACHED
2025-04-21 11:15:35,18.6757556,73.89252719999999,124.74166909599515,BOUNDARY BREACHED
2025-04-21 11:15:36,18.6757564,73.89252880000001,124.91673465557444,BOUNDARY BREACHED
2025-04-21 11:15:37,18.6757576,73.8925318,125.21917443703386,BOUNDARY BREACHED
2025-04-21 11:15:38,18.6757584,73.89253479999999,125.48729091505085,BOUNDARY BREACHED
2025-04-21 11:15:39,18.675759199999998,73.8925362,125.64932312146524,BOUNDARY BREACHED
2025-04-21 11:15:40,18.6757596,73.8925392,125.88334204888776,BOUNDARY BREACHED
2025-04-21 11:15:41,18.67576,73.89254220000001,126.1177342983497,BOUNDARY BREACHED
2025-04-21 11:15:42,18.67576,73.8925438,126.22455322873671,BOUNDARY BREACHED
2025-04-21 11:15:43,18.67576,73.89254539999999,126.33150670180089,BOUNDARY BREACHED
2025-04-21 11:15:44,18.67576,73.892547,126.43859437696818,BOUNDARY BREACHED
2025-04-21 11:15:45,18.67576,73.8925486,126.5458159126908,BOUNDARY BREACHED
2025-04-21 11:15:46,18.6757596,73.89255019999999,126.61890058289225,BOUNDARY BREACHED
2025-04-21 11:15:47,18.675759199999998,73.8925518,126.69218293281526,BOUNDARY BREACHED
2025-04-21 11:15:48,18.6757584,73.8925534,126.73146948172908,BOUNDARY BREACHED
2025-04-21 11:15:49,18.6757576,73.892555,126.77103036190066,BOUNDARY BREACHED
2025-04-21 11:15:50,18.6757568,73.892555,126.70274705759437,BOUNDARY BREACHED
2025-04-21 11:15:51,18.6757564,73.892555,126.66861502903924,BOUNDARY BREACHED
2025-04-21 11:15:52,18.6757556,73.892555,126.60037024371263,BOUNDARY BREACHED
2025-04-21 11:15:53,18.6757552,73.892555,126.56625749787543,BOUNDARY BREACHED
2025-04-21 11:15:54,18.6757548,73.892555,126.53215118973905,BOUNDARY BREACHED
2025-04-21 11:15:55,18.6757544,73.892555,126.49805132478212,BOUNDARY BREACHED
2025-04-21 11:15:56,18.675754,73.892555,126.4639579084878,BOUNDARY BREACHED
2025-04-21 11:15:57,18.675754,73.892555,126.4639579084878,BOUNDARY BREACHED
2025-04-21 11:15:58,18.6757544,73.892555,126.49805132478212,BOUNDARY BREACHED
2025-04-21 11:15:59,18.6757548,73.892555,126.53215118973905,BOUNDARY BREACHED
2025-04-21 11:16:00,18.6757552,73.892555,126.56625749787543,BOUNDARY BREACHED
2025-04-21 11:16:01,18.6757556,73.892555,126.60037024371263,BOUNDARY BREACHED
2025-04-21 11:16:02,18.675756,73.892555,126.63448942259038,BOUNDARY BREACHED
2025-04-21 11:16:03,18.675756,73.892555,126.63448942259038,BOUNDARY BREACHED
2025-04-21 11:16:04,18.6757556,73.892555,126.60037024371263,BOUNDARY BREACHED
2025-04-21 11:16:05,18.6757552,73.892555,126.56625749787543,BOUNDARY BREACHED
2025-04-21 11:16:06,18.6757548,73.892555,126.53215118973905,BOUNDARY BREACHED
2025-04-21 11:16:07,18.675754,73.892555,126.4639579084878,BOUNDARY BREACHED
2025-04-21 11:16:08,18.6757532,73.892555,126.3957904414028,BOUNDARY BREACHED
2025-04-21 11:16:09,18.6757528,73.892555,126.36171640160143,BOUNDARY BREACHED
2025-04-21 11:16:10,18.675752,73.892555,126.29358773455016,BOUNDARY BREACHED
2025-04-21 11:16:11,18.6757512,73.892555,126.2254849868191,BOUNDARY BREACHED
2025-04-21 11:16:12,18.6757508,73.8925534,126.08301922596591,BOUNDARY BREACHED
2025-04-21 11:16:13,18.67575,73.8925518,125.90654634240929,BOUNDARY BREACHED
2025-04-21 11:16:14,18.675749200000002,73.89255019999999,125.7301146374699,BOUNDARY BREACHED
2025-04-21 11:16:15,18.6757488,73.8925486,125.58784427589055,BOUNDARY BREACHED
2025-04-21 11:16:16,18.675748,73.892547,125.41151188366284,BOUNDARY BREACHED
2025-04-21 11:16:17,18.6757472,73.892547,125.34324553477678,BOUNDARY BREACHED
2025-04-21 11:16:18,18.6757468,73.892547,125.30912209472046,BOUNDARY BREACHED
2025-04-21 11:16:19,18.6757462,73.892547,125.25794911784216,BOUNDARY BREACHED
2025-04-21 11:16:20,18.6757456,73.892547,125.20679077658177,BOUNDARY BREACHED
2025-04-21 11:16:21,18.6757454,73.892547,125.18974125171289,BOUNDARY BREACHED
2025-04-21 11:16:22,18.6757448,73.89254539999999,125.03040133851162,BOUNDARY BREACHED
2025-04-21 11:16:23,18.6757442,73.8925438,124.87112124069847,BOUNDARY BREACHED
2025-04-21 11:16:24,18.6757438,73.89254220000001,124.72898034244844,BOUNDARY BREACHED
2025-04-21 11:16:25,18.675743399999998,73.89254059999999,124.58692116415459,BOUNDARY BREACHED
2025-04-21 11:16:26,18.675743,73.892539,124.44494398938828,BOUNDARY BREACHED
